"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка успешной авторизации пользователя","1579","First test Web Tables","tests","Tue May 06 16:54:48 GMT 2025","failed","Tue May 06 16:54:49 GMT 2025","TestWebTables","test_web_tables","",""
