"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка успешной авторизации пользователя","7788","First test Web Tables","tests","Tue May 06 11:28:41 UTC 2025","passed","Tue May 06 11:28:49 UTC 2025","TestWebTables","test_web_tables","",""
