"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 06 13:35:17 GMT 2025","Tue May 06 13:35:25 GMT 2025","7725","tests","test_web_tables","TestWebTables","","","First test Web Tables","Проверка успешной авторизации пользователя"
