"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка успешной авторизации пользователя","6914","First test Web Tables","tests","Tue May 06 16:57:55 GMT 2025","passed","Tue May 06 16:58:02 GMT 2025","TestWebTables","test_web_tables","",""
